año,hasta_el_mes,modalidad,genero,ind._de_redescuento,ciiu_descripcion,destino,tamaño_empresa_beneficiario,descripción_macrosector,departamento_origen,ciudad_origen
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Fabricacion de partes del calzado,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Fabricacion de partes del calzado,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por mayor de calzado,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Terminacion y acabado de edificios,CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Organizacion de convenciones y even,CAPITAL DE TRABAJO,Microempresa,Actividades de servicios administrativos y apoyo,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Mantenimiento y reparacion especial,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Fabricacion de productos metalicos,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de otros prod,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Instalaciones de fontaneria, calefa",CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Elaboracion de comidas y platos pre,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Elaboracion de comidas y platos pre,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Comercio al por menor de leche, pro",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Manipulacion de carga,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por mayor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Comercio de partes, piezas (autopar",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Manipulacion de carga,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades inmobiliarias realizada,CAPITAL DE TRABAJO,Microempresa,Actividades inmobiliarias,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Construccion de edificios residenci,CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de hospitales y clinica,CAPITAL DE TRABAJO,Microempresa,Atención salud humana y asistencia social,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de consultaria de gesti,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Confeccion de prendas de vestir, ex",CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Fabricacion de otros productos de m,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Fabricacion de otros productos de m,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Otras actividades profesionales, ci",CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de asociaciones profesi,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de otros servicios de c,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Otras actividades profesionales, ci",CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de otros prod,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Investigaciones y desarrollo experi,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de paisajismo y servici,CAPITAL DE TRABAJO,Microempresa,Actividades de servicios administrativos y apoyo,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de libros, pe",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Otras industrias manufactureras n.c,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio de comidas preparadas en c,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Servicios de seguros sociales de sa,CAPITAL DE TRABAJO,Microempresa,Actividades financieras y de seguros,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de fotografia,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio de vehiculos automotores u,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Fabricacion de otros productos quim,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Mantenimiento y reparacion especial,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Otras actividades profesionales, ci",CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Comercio al por menor de libros, pe",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Artes plasticas y visuales,CAPITAL DE TRABAJO,Microempresa,"Actividades artísticas, entretenimi. y recreativas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Otras actividades profesionales, ci",CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por mayor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Aserrado, acepillado e impregnacion",CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Publicidad,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Otros tipos de expendio de comidas,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de asociaciones profesi,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Comercio al por menor de libros, pe",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Transporte de carga por carretera,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de otros prod,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de arquitectura e ingen,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Persona Jurídica,No Redescuento,Comercio de vehiculos automotores n,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de prendas de,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Fabricacion de otros tipos de calza,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Acabado de productos textiles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Fabricacion de muebles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Reparacion de calzado y articulos d,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Acabado de productos textiles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Fabricacion de articulos de piel,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Acabado de productos textiles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Formacion academica no formal,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de electrodom,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Formacion academica no formal,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Acabado de productos textiles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de impresion,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio a la mesa de comidas prepa,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,BUCARAMANGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,BUCARAMANGA
